-3.975541634755450815e+01 -9.360841333170146328e+00
-2.247356879822864073e+01 -3.237729133924216018e+00
-4.247974307093073065e+01 -2.064681417934056284e+01
-3.975641912181269788e+01 -6.302312839104483366e+00
-3.450151819155418309e+01 -2.352893593707177544e+01
-3.140830175852864770e+01 -1.835721026164317493e+01
-2.992014863073500308e+01 -1.664253806727217722e+01
-4.407819154284734253e+01 8.870185882775410979e-01
-3.386281825066114948e+01 -1.433345330599753709e+01
-1.951558737108551256e+01 -3.283742216823090843e+01
-4.053501340552133314e+01 -2.479895544302871357e+01
-3.554440231985599752e+01 -2.282892386810398477e+01
-3.917384468401655084e+01 -2.370355809843922046e+01
-3.552167059623776879e+01 -1.932258316173696855e+01
-3.174001360825426588e+01 -2.193378752719340596e+01
-3.402522923403117261e+01 -2.260501141914909695e+01
-4.410438238201599859e+01 -1.818055401067490706e+01
-1.810912741536383663e+01 -3.887815888270518627e+01
-3.561890733373460449e+01 -2.448340349707124020e+01
-2.729555550039564338e+01 -1.544139867403764121e+01
-2.306891777631678053e+01 -3.440765943900206736e+01
-3.928156838437784870e+01 -1.974399777709109571e+01
-1.998172331600403950e+01 -2.558104917391584365e+01
-2.688443395992088725e+01 -3.349307212051101601e+01
-3.867245054333003651e+01 -2.551721842657171990e+01
-4.028746473545781726e+01 -1.662111060146728292e+01
-3.921579998094650676e+01 -1.959313355273436130e+01
-4.073627401459882691e+01 -2.112476610759745199e+01
-2.803071404202680839e+01 -1.206774360416960867e+01
-3.656988774528056751e+01 -1.820181687324413389e+01
-4.043427112052125949e+01 -2.657446803767795984e+01
-3.468994216384752605e+01 -1.942464129921001614e+01
-2.227858623106151725e+01 -2.665838696814658704e+01
-3.571505504093089201e+01 9.877037493920671096e+00
-3.320663988211263984e+01 -2.149332206512446675e+01
-3.010438418742278799e+01 -9.627953825944530308e+00
-2.585189897085167487e+01 -3.107611658961621615e+01
-1.366757603890448358e+01 4.270452696303785878e-01
1.958580185416196429e+01 -2.683278107601298146e+01
-3.997034246126621326e+01 -1.919833617420323435e+01
-2.980428671152496634e+01 -2.761705634347853078e+01
-3.996656916273813920e+01 -2.703992100991705883e+01
-3.729926081991566633e+01 -2.195971065196020788e+01
-3.574649757187222576e+01 -2.041870412212256269e+01
-3.551616637644431052e+01 -1.881295492058538699e+01
-3.183941801520120762e+01 -2.540480865230763996e+01
