2.759217501206746165e-02 -6.320355680608101545e-02 -7.889799364738717125e-02 3.442314097760960645e-01 -2.532149836508873920e-03 1.120702851347049056e-01 -5.035038069982819553e-02 4.097111316023085981e-02 9.097084425194532087e-02 5.266023158206629279e-02
5.485247281628088944e-02 -1.580421377954677742e-01 1.390679361306334794e-01 2.771608801250713960e-01 -2.575745794114342457e-01 4.999780873864635711e-02 9.696679909739749914e-02 -7.116134361839945854e-02 1.220354323700484772e-01 -7.302687096005615330e-02
1.197615828916477887e-01 -1.551333196913579349e-01 1.278680895806238449e-01 4.569256549307201820e-01 1.648290595635533151e-01 -1.501536708586341251e-01 1.658379695677020260e-01 1.188637416607668251e-01 5.006781987084772956e-01 -5.316604523254283600e-03
-1.816383931529405929e-02 -6.785822312723956140e-02 -1.839525746411561358e-01 5.814135680832445141e-01 -1.691613704062652768e-01 -1.136215501442568027e-01 9.497426289825637580e-02 8.499706878547681754e-02 -2.858521695181566458e-02 -1.764353138012609845e-01
-1.502404977997109370e-01 2.041861387341237788e-01 -2.257302107668270608e-01 2.273985283768468202e-01 -7.398248191678261435e-03 -3.758425041143243633e-02 -1.688564714547828027e-01 8.869202864173586498e-02 5.463617841205382630e-01 -1.864398779600462130e-01
2.530087000960011823e-01 -1.508685006479702946e-02 2.802798729462901550e-03 2.745641202144809001e-01 6.851387341020902244e-02 1.114295693834131129e-01 -5.108154131816947108e-02 -2.782197613661488989e-01 2.667743323255987176e-01 -1.834133448368948371e-01
1.449374956992022789e-01 3.783374567716141779e-01 -1.777772251986510788e-01 1.178464573740066745e-01 -1.283457569771740414e-01 -4.749497071492093103e-01 1.582994169063273171e-02 -1.068987934070781826e-01 2.549764080018752099e-01 1.499330397084119582e-01
-6.204153570050512448e-03 -1.251095322716567482e-01 2.874184677369019392e-01 5.200230586529410726e-01 6.548857084593592837e-02 1.197683547535120102e-01 -3.719495377953153659e-01 -7.586369855249176786e-02 2.456689853146036273e-01 3.668751389376100902e-01
1.243726191605386555e-01 -1.493344347270041637e-02 3.012725388446084798e-02 3.871881546723618950e-01 -3.969848351077616688e-01 -2.363603734357037633e-01 -4.154855727810360944e-01 -3.113950337300600349e-02 2.583289889707340858e-01 -7.493622676762863588e-02
-3.600720047056826280e-03 3.797276309365890667e-02 -3.578401564698912574e-01 2.013579664795976387e-01 -1.907627138888912111e-01 1.156001274552435620e-01 1.391918913410509773e-01 -1.283709799460776568e-01 1.194165099668646063e-01 -2.625237177341848138e-01
2.052305850066488413e-01 -1.990169229425161820e-02 -8.383467526149765425e-02 6.743805680641327127e-01 -4.783275262449997872e-02 1.910811150668763891e-01 1.012111004477228848e-01 -1.649641390559503096e-02 3.673303927440609296e-01 4.862151772446434567e-02
2.014605330817965667e-01 -2.365643634526855277e-01 -3.898838956446441517e-01 4.330346831845650613e-01 -2.392107733116153601e-01 3.012467110158517092e-01 -1.867320038334784882e-01 -2.708878836587372274e-01 5.341830242579663768e-01 -1.737087602347383020e-01
2.777678022698480409e-01 -1.172881232721196265e-01 9.965545111630379205e-02 5.493997278482495306e-01 5.371803276152005424e-03 1.413294772792797124e-02 1.410460922296145336e-01 -1.365517466451831308e-01 2.614992683502256887e-01 -1.913428970462834611e-01
3.688270906363529372e-03 2.044550592628680274e-01 -1.701695298179845273e-01 3.640367562941844159e-01 -1.643218795177589509e-01 -1.358682034267130467e-01 -2.026627189217274361e-01 -3.814031242527139015e-02 4.933722372782874399e-01 1.518268349416403984e-01
-4.420705071415784726e-01 -2.531315032844518378e-02 1.351648196092555994e-02 2.726507429809676419e-01 1.337955279216528903e-01 3.327056461934459475e-01 -1.117440748657524546e-01 6.305182351719511302e-02 5.936322200231798352e-01 -1.938745490374888664e-02
-2.696630237106125566e-02 -8.534466730708616111e-03 -1.088120965661011491e-01 1.500895362595356108e-01 -1.695015772368451412e-01 1.317352610797640489e-01 -2.228904578863264985e-01 1.203380820943202173e-01 4.408059464949786732e-01 -1.561185337394344896e-01
3.225925709562654786e-02 -2.013357724188295783e-01 1.259731674300096083e-01 1.907529132648252135e-01 -3.372589802249817414e-02 -7.985000837575481625e-02 3.476468401514316020e-01 2.576010544471690200e-01 5.755027596877798635e-01 3.400050317300966629e-01
-9.832807788493395929e-02 7.585237829051730274e-02 -7.723672752894381044e-02 1.389251429691268358e-01 2.262271136000927885e-01 -3.315857335799450856e-01 1.785696245209195954e-01 -1.373922479378741068e-01 1.424161886108793740e-01 2.930000890399278579e-02
1.483212030396894310e-01 2.795215198936464307e-01 9.526599266987199888e-02 3.392392782642367766e-01 1.960805261421810219e-01 -8.358257445350016079e-02 1.592224683947033106e-02 2.186881751608256153e-01 4.672644305361742245e-01 -1.269394619219972875e-01
-1.695107091977116343e-01 1.733298017105551828e-02 -4.065734318106851292e-02 2.826894755487411870e-01 -2.125836045453449730e-01 2.199141281794741165e-01 -2.657296581852008899e-01 9.709386684315010618e-02 1.873797144715994012e-01 -1.227390316818111338e-01
-2.044776724409255453e-01 -1.165194122904964352e-01 -1.788894297066299655e-01 1.805238158559750727e-01 -2.719962451179471774e-01 1.204158677824810827e-02 -1.645047876639362805e-01 -1.437147836479574781e-01 2.520594666568891085e-01 -1.222498778799850777e-01
-4.897250614602570440e-02 9.361928458055847335e-02 1.162077291527145034e-01 3.987790713529173470e-01 1.274320459366694025e-01 -5.119152518995313816e-03 4.014656165770509599e-02 3.082735170203250719e-01 2.518967589778620120e-01 8.792227949596227721e-02
2.379912093979887899e-01 -2.057252864339328274e-02 -7.170632716213790059e-02 2.101882908675941908e-01 -1.767912184386175867e-01 -1.116340939617377903e-01 1.152281717653589471e-01 4.450338812564977320e-02 6.287982929136394505e-02 -6.707098408747527718e-02
3.989186893271785134e-02 -2.861572327183011244e-01 -5.368385020305127195e-03 6.997181495870584411e-02 3.151288839336340297e-01 -2.202876868488763684e-01 1.556059906365215573e-01 -1.504351789999574737e-02 2.085237294066845104e-01 -4.949811866014428019e-01
2.909959585037439900e-01 -1.744354358540596908e-02 -2.149823696736758161e-01 3.825798146891205009e-01 1.268104253628185019e-01 1.355217043974629850e-03 2.087455900450206348e-01 8.246834736235388041e-02 2.837457041253472201e-01 -1.486194820331140365e-01
-2.052203299387523883e-01 6.191814153492812556e-02 2.263325400057290132e-02 4.706960450330216483e-01 3.418238785494136511e-01 -2.252433007223209327e-01 6.496902235188525832e-02 -1.355362271726291978e-01 3.091186452264227946e-01 -1.961861409917088905e-01
-9.106846546918795360e-02 1.443337469427374009e-01 2.241825433101189424e-01 5.449668264751303948e-01 4.729623821751168661e-02 -6.144474815741744755e-02 1.830044373123456969e-01 1.557948847351748600e-01 3.143570092594610843e-01 -1.714557079447950882e-02
